business_name,category,website,google_rating,review_count,phone,address
"DDRC Agilus Diagnostics - Ulloor, Trivandrum",Diagnostic center,/url?q=https://ddrcagilus.com/&opi=79508299&sa=U&ved=0ahUKEwj--auY5byUAxVCb2wGHRhYEuIQ61gIFigR&usg=AOvVaw3PeOyyjywyfDxeo_2pCD8q,3.6,,093334 93334,"GWGH+88, Medical College Ulloor Rd, Ulloor, Thiruvananthapuram, Kerala 695011"
Royal Health care,Health consultant,/url?q=https://royalhealthcaretvm.com/&opi=79508299&sa=U&ved=0ahUKEwjgs7Kd5byUAxXxTGwGHV3oOzoQ61gIFygS&usg=AOvVaw1KupKSZDStU5rKNgbms4Os,5.0,,096337 77412,"Aruna arcade, Medical College, Chalakuzhy Rd, P.O, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
"Metro Scans and Laboratory,Trivandrum",Diagnostic center,/url?q=https://metroscans.com/&opi=79508299&sa=U&ved=0ahUKEwiH35Gh5byUAxWxWHADHSZ6DsUQ61gIFygS&usg=AOvVaw0x6B7DF3kiGrxYVZceceQa,3.4,,094464 40370,"Medi Plaza, Medical College Ulloor Rd, near Hotel Moon Star, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
Ayurchakra Ayurveda Wellness Center,Alternative medicine practitioner,/url?q=http://www.ayurchakra.co.in/&opi=79508299&sa=U&ved=0ahUKEwivntSj5byUAxUTT2wGHV_nAqAQ61gIFygS&usg=AOvVaw26cN-hcRLt4gu-wuYU-IyZ,4.9,,094000 16464,"Kesavadasapuram Jct, opp. Chinnus Hotel (Besides Bank of Baroda Building, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Santhigiri Ayurveda & Siddha Hospital Pattom,Private hospital,/url?q=https://www.santhigiriashram.org/&opi=79508299&sa=U&ved=0ahUKEwiM4ry34ryUAxXoyqACHSToHE4Q61gIpgUoDw&usg=AOvVaw3c3GxN1nHmQLnzndrWYV20,4.6,,073060 05775,"Ground floor, Kailas Plaza,, opposite to Indian oil petrol pump, Thiruvananthapuram, Kerala 695004"
Thejaswini Ayurveda Clinic & Panchakarma Center,Ayurvedic clinic,/url?q=https://thejaswiniayurveda.com/&opi=79508299&sa=U&ved=0ahUKEwjV5Mym5byUAxWnWnADHQiUPR8Q61gIFSgQ&usg=AOvVaw1-ITqjgWEnqElPOZBpF8Td,4.8,,089214 84842,"J-78, Ln A, Pattom P.O, Joythi Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
VAYALIL MAXILLOFACIAL CENTRE & SPECIALIST DENTAL CARE,Dental clinic,/url?q=https://www.vayalilmaxillofacialcentre.com/&opi=79508299&sa=U&ved=0ahUKEwjz4-3T5ryUAxWFSGwGHbUMABYQ61gIFSgQ&usg=AOvVaw2vXJdb6Cd9_u2rUcHBUxCv,4.8,,099952 28404,"Akshitam Tower, Muttada, Junction, Thiruvananthapuram, Kerala 695025"
Spring Garden Health Care,Hospital,/url?q=http://www.springardenclinic.com/&opi=79508299&sa=U&ved=0ahUKEwjUpsvX5ryUAxUDdmwGHbEHG0sQ61gIFygS&usg=AOvVaw2IyfGQaDUmS3hc7hiJDksM,4.6,,0471 401 1441,"Spring Garden Health Care Building, Opp: Square One Homemade Treats, T.C. 15/4238/3, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
"Regional Cancer Centre, Thiruvananthapuram",Cancer treatment center,/url?q=https://www.rcctvm.gov.in/&opi=79508299&sa=U&ved=0ahUKEwjb7Knd5ryUAxV8SWwGHYHvBPcQ61gIFSgQ&usg=AOvVaw0Uphle7gkcDOJTpuWPKOfB,4.1,,0471 244 2541,"Medical College Kumarapuram Rd, Medical College Campus, Chalakkuzhi, Thiruvananthapuram, Kerala 695011"
Impulse Evening Clinic,Medical clinic,,,,097465 55770,"GWHQ+8F8, Kailash Nagar, Vivekananda Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Sree Agasthya Clinical Laboratory And Research Centre,Medical clinic,,4.0,,094001 17535,"Palace P O, Aswathy House Number 21 Sivamangalam Lane Near QRS Nilgiris, Pattom, Thiruvananthapuram, Kerala 695004"
ENT CLINIC,Medical clinic,,,,,"FWWR+3X8, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
Your Center Diagnostic Services,Diagnostic center,/url?q=https://www.yourcenter.in/&opi=79508299&sa=U&ved=0ahUKEwj4zIKA57yUAxXWV2wGHVFOGBoQ61gIFigR&usg=AOvVaw0XwKCDgA2Kqbgd5j4JAelE,4.0,,0471 485 0268,"FXV5+V8H, Blue Diamonds, Opp. Amman Kovil, Thycaud, Thiruvananthapuram, Kerala 695014"
Royal Medical Center,Medical Center,/url?q=http://royalmedicalcentres.com/&opi=79508299&sa=U&ved=0ahUKEwj5n6aG5byUAxXBTmwGHdpVFpAQ61gIEygO&usg=AOvVaw2OTMPF0w5N9o_l_7aoc8XA,5.0,,,"1st floor, al arif plaza, above muthoot fincorp, opposite zudio, Vivekananda Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
TrueSelf Aesthetic Makeovers*,Plastic surgery clinic,,4.9,,090375 68368,"Ground Floor, Kailas Plaza, Pattom, Thiruvananthapuram, Kerala 695004"
S S POLYCLINIC & SURGICAL CENTRE,Private hospital,/url?q=https://appointik.in/sspolyclinic/&opi=79508299&sa=U&ved=0ahUKEwie-v6S6byUAxWqXWwGHdu7FMkQ61gIFSgQ&usg=AOvVaw0y9-1HILGiHqIpLURyaqOg,4.6,,094954 88595,"Signal junction,Thycadu,Pirappancode,venjaramoodu Kazhakoottam pothencode, bypass Road, Thiruvananthapuram, Kerala 695607"
DDNMRC PVT LTD,Diagnostic center,/url?q=https://ddnmrc.com/&opi=79508299&sa=U&ved=0ahUKEwihj-DO6byUAxWZQ2cHHVSSD58Q61gIFigR&usg=AOvVaw2s_cU5fz9YrRsFh-pBwKJE,4.2,,085899 80009,"GWGH+J7Q, Medical College Ulloor Rd, Ulloor, Thiruvananthapuram, Kerala 695011"
Dr Lawrence Healthcare & Diagnostic centre,Medical diagnostic imaging center,,4.8,,097023 35577,"Hospital Junction, NK tower, Hospital Junction-Railway Station Rd, near Taluk hospital, Vazhuthoor, Neyyattinkara, Kerala 695121"
